,age,job,marital,education,balance,housing,loan,day,month,campaign
10318,59,management,married,tertiary,3165,1,0,12,jun,2
31037,54,management,divorced,tertiary,26306,1,0,11,feb,1
4684,38,services,married,secondary,173,1,0,20,may,2
20241,47,blue-collar,married,primary,4040,0,0,11,aug,5
3706,36,services,married,secondary,208,1,0,16,may,1
23830,35,unknown,married,primary,365,0,0,29,aug,2
22498,38,self-employed,married,tertiary,656,1,0,22,aug,7
38695,50,self-employed,married,secondary,358,1,1,15,may,3
5606,58,retired,married,secondary,-205,1,0,23,may,2
7195,53,technician,divorced,secondary,1301,1,0,29,may,1
28599,31,services,married,secondary,0,1,0,29,jan,2
10880,58,blue-collar,married,secondary,544,0,0,17,jun,1
33279,41,blue-collar,married,secondary,1522,1,1,20,apr,1
33816,41,unemployed,married,secondary,0,1,1,27,apr,12
4819,32,management,married,tertiary,0,1,0,21,may,1
7747,45,blue-collar,married,primary,676,1,0,30,may,4
11659,50,retired,married,primary,29,0,0,20,jun,5
24027,36,technician,single,secondary,2419,0,0,29,aug,3
12681,35,admin.,divorced,secondary,534,0,0,7,jul,3
32254,26,blue-collar,single,secondary,2669,1,0,16,apr,1
44887,49,management,married,tertiary,1167,1,1,24,sep,1
12253,25,blue-collar,single,secondary,-350,1,0,23,jun,3
41848,50,management,married,tertiary,469,0,0,16,oct,1
14982,32,admin.,married,secondary,0,1,0,16,jul,4
8421,52,management,married,tertiary,575,0,0,3,jun,1
38311,23,blue-collar,single,secondary,780,1,0,15,may,1
24328,50,management,married,tertiary,4,1,1,17,nov,3
35783,37,blue-collar,married,secondary,3653,1,0,8,may,1
24682,41,admin.,married,secondary,0,1,0,17,nov,2
21482,48,blue-collar,married,secondary,2214,0,0,19,aug,7
35908,55,technician,single,tertiary,-703,1,0,8,may,3
17609,30,management,single,tertiary,1161,1,0,29,jul,3
33727,39,admin.,single,secondary,720,1,0,22,apr,8
26273,41,technician,married,secondary,4711,1,0,20,nov,2
36777,32,blue-collar,married,secondary,1005,0,0,12,may,1
785,42,management,divorced,tertiary,221,1,0,7,may,2
23100,60,admin.,married,primary,41,0,0,26,aug,6
43620,80,retired,married,primary,155,0,0,4,may,1
29044,48,blue-collar,married,unknown,439,1,0,2,feb,1
15208,36,management,married,tertiary,708,1,0,17,jul,3
18723,54,services,married,secondary,812,0,0,31,jul,6
28172,36,technician,married,secondary,319,1,0,29,jan,1
10983,40,housemaid,married,primary,322,0,0,17,jun,2
42016,63,retired,married,tertiary,937,0,0,28,oct,2
437,35,management,single,tertiary,560,1,0,6,may,1
36031,37,blue-collar,married,primary,240,1,0,11,may,1
32889,39,technician,married,secondary,625,1,0,17,apr,1
43830,34,management,married,tertiary,813,1,0,28,may,3
36824,28,blue-collar,married,secondary,337,1,0,12,may,2
1697,36,management,divorced,tertiary,133,1,0,9,may,1
14349,33,blue-collar,married,secondary,0,1,0,14,jul,3
11098,37,blue-collar,married,secondary,1736,0,1,18,jun,1
35997,50,blue-collar,single,primary,496,1,0,8,may,1
34865,36,blue-collar,married,primary,59,1,0,6,may,2
11125,37,blue-collar,married,primary,704,0,0,18,jun,7
24471,58,management,married,tertiary,16264,0,0,17,nov,3
555,36,admin.,married,secondary,-106,1,0,6,may,2
42274,18,student,single,primary,608,0,0,13,nov,1
25557,56,retired,divorced,secondary,1886,1,0,19,nov,1
19905,45,management,divorced,tertiary,2406,0,0,8,aug,2
5873,54,management,divorced,secondary,-415,1,0,26,may,2
14581,43,admin.,married,secondary,59,1,0,15,jul,3
45139,44,management,married,tertiary,839,0,0,8,nov,1
22688,40,technician,divorced,secondary,237,0,0,25,aug,5
39377,27,management,single,tertiary,377,0,0,22,may,1
14110,34,admin.,married,secondary,444,1,0,11,jul,2
40414,45,management,married,tertiary,1309,0,0,2,jul,1
25370,47,management,divorced,tertiary,0,1,1,18,nov,3
8313,43,management,married,unknown,498,1,0,2,jun,5
3313,42,blue-collar,married,primary,666,1,0,15,may,3
22799,37,technician,married,tertiary,0,1,0,25,aug,4
3832,46,blue-collar,married,primary,2499,1,0,16,may,3
39109,45,unemployed,single,secondary,382,1,1,18,may,1
29373,58,retired,divorced,secondary,8266,1,0,2,feb,2
24687,53,management,divorced,tertiary,627,1,0,17,nov,3
38170,30,services,single,secondary,140,1,0,15,may,1
27421,49,services,married,secondary,66,1,1,21,nov,4
9889,45,blue-collar,married,primary,900,1,0,9,jun,1
43827,48,housemaid,married,secondary,0,0,0,28,may,5
16092,34,management,married,tertiary,1790,1,0,22,jul,1
15318,32,services,divorced,secondary,454,1,0,18,jul,1
45007,29,admin.,married,tertiary,167,1,1,13,oct,2
39203,42,blue-collar,married,primary,1687,1,0,18,may,3
16375,35,admin.,married,secondary,1345,1,0,23,jul,1
27015,43,management,married,tertiary,0,0,0,21,nov,2
22407,30,management,married,secondary,0,0,0,22,aug,2
26946,55,retired,married,primary,3876,0,0,21,nov,1
3387,33,technician,divorced,primary,20,1,0,15,may,4
10300,46,management,married,secondary,0,0,0,12,jun,1
37626,31,blue-collar,single,tertiary,328,1,0,14,may,1
14591,30,entrepreneur,married,primary,2686,1,0,15,jul,3
27771,28,admin.,married,secondary,511,0,0,28,jan,1
30184,41,admin.,divorced,secondary,4,1,0,5,feb,1
22855,39,management,divorced,tertiary,355,1,0,25,aug,5
20806,39,management,married,tertiary,-974,0,1,13,aug,4
40827,33,admin.,divorced,secondary,661,1,0,11,aug,1
13497,25,student,married,tertiary,0,1,0,9,jul,1
15361,47,management,married,tertiary,122,0,1,18,jul,1
39655,41,self-employed,single,tertiary,1081,0,0,27,may,3
37255,28,housemaid,married,secondary,65,1,1,13,may,1
12446,44,admin.,single,tertiary,10,0,0,1,jul,2
39237,35,management,single,tertiary,9336,1,0,18,may,2
1460,34,management,married,secondary,487,1,0,8,may,2
36194,32,unemployed,married,secondary,314,1,0,11,may,6
43568,69,retired,married,secondary,0,0,0,28,apr,2
40228,42,services,married,tertiary,4216,0,0,12,jun,2
6214,55,technician,married,secondary,1004,1,1,27,may,1
19522,46,technician,married,secondary,4023,1,0,7,aug,2
40292,46,management,married,tertiary,0,0,0,15,jun,4
27135,52,self-employed,married,tertiary,2289,1,1,21,nov,1
15797,29,services,single,secondary,-453,1,0,21,jul,1
974,31,unemployed,married,secondary,-825,1,0,7,may,2
40285,35,services,single,secondary,1701,1,0,15,jun,1
26974,31,services,married,secondary,0,0,1,21,nov,1
31881,42,technician,married,unknown,254,1,0,9,apr,1
30578,36,unemployed,married,secondary,439,1,0,6,feb,6
14351,50,blue-collar,married,primary,1580,1,0,14,jul,3
1878,56,blue-collar,married,primary,420,1,0,9,may,1
31100,26,student,single,secondary,620,0,0,17,feb,1
1158,59,retired,married,unknown,0,0,0,8,may,6
1542,50,blue-collar,married,primary,749,0,0,8,may,2
12441,49,admin.,married,secondary,2062,0,0,30,jun,4
31558,39,technician,married,tertiary,2869,0,0,3,apr,1
33011,46,blue-collar,married,secondary,961,1,0,17,apr,2
14516,59,housemaid,married,primary,37,0,1,15,jul,2
27817,33,management,married,tertiary,373,0,0,28,jan,1
14976,38,admin.,married,secondary,0,1,0,16,jul,8
17739,45,unknown,married,unknown,4413,0,0,29,jul,35
32560,29,blue-collar,single,primary,3508,1,0,17,apr,1
8223,35,services,married,tertiary,0,1,0,2,jun,2
35999,33,blue-collar,married,primary,139,1,0,8,may,1
18762,33,blue-collar,married,secondary,249,1,0,31,jul,4
41396,70,retired,married,secondary,2626,0,0,2,sep,2
40804,28,student,single,secondary,5916,0,0,11,aug,1
1133,46,blue-collar,married,secondary,1045,1,1,7,may,1
7227,47,unemployed,married,secondary,351,1,1,29,may,1
295,56,technician,divorced,primary,13,1,0,5,may,2
21238,52,blue-collar,married,secondary,6429,0,0,18,aug,4
29304,38,admin.,single,secondary,569,1,1,2,feb,2
9778,41,blue-collar,married,primary,16431,0,0,9,jun,1
44158,22,student,single,secondary,71,0,0,13,jul,1
12884,51,services,married,secondary,867,1,0,7,jul,3
36771,34,technician,married,secondary,210,1,1,12,may,2
14079,46,blue-collar,married,primary,776,0,1,11,jul,2
16867,59,management,married,tertiary,2365,0,1,25,jul,4
93,60,blue-collar,married,unknown,54,1,0,5,may,1
10167,45,management,married,tertiary,1866,0,0,11,jun,7
3951,32,blue-collar,married,primary,158,1,0,16,may,4
24742,34,blue-collar,married,primary,7673,1,0,18,nov,1
11047,50,services,divorced,tertiary,580,0,0,17,jun,2
28793,58,management,married,tertiary,911,1,0,30,jan,1
30284,54,entrepreneur,married,tertiary,1544,0,1,5,feb,7
36116,37,services,married,secondary,217,1,0,11,may,1
13479,36,technician,married,secondary,264,1,1,9,jul,1
4466,39,housemaid,married,primary,4904,1,0,20,may,1
3767,40,admin.,single,secondary,739,1,0,16,may,1
41946,78,retired,married,unknown,4807,0,0,22,oct,4
7876,31,housemaid,married,secondary,1,1,0,30,may,16
7965,40,technician,married,secondary,335,1,0,2,jun,3
21792,58,retired,married,unknown,0,0,0,20,aug,5
30077,30,admin.,married,secondary,23,0,1,4,feb,2
2996,42,blue-collar,married,secondary,3743,1,0,14,may,1
6287,29,admin.,single,secondary,915,1,0,27,may,1
21107,38,management,married,tertiary,-498,0,0,14,aug,6
18175,48,admin.,married,tertiary,1015,0,1,30,jul,3
28545,33,services,single,secondary,772,1,0,29,jan,2
41745,64,retired,married,primary,2140,0,0,12,oct,2
44014,31,student,single,tertiary,4951,0,0,28,jun,3
4387,38,management,single,tertiary,690,1,0,20,may,1
33945,47,retired,divorced,tertiary,1431,1,0,30,apr,1
14291,42,blue-collar,married,secondary,-336,1,0,14,jul,2
33954,26,self-employed,single,tertiary,1078,0,0,30,apr,2
612,55,services,married,primary,255,1,0,6,may,1
41276,69,retired,married,secondary,0,0,0,25,aug,2
19964,32,technician,single,tertiary,1190,1,0,8,aug,4
43211,26,admin.,single,tertiary,760,1,0,4,mar,2
36905,34,blue-collar,married,primary,373,1,0,12,may,2
16460,51,management,married,tertiary,0,1,0,23,jul,2
44763,28,management,single,tertiary,187,0,0,10,sep,1
15411,39,blue-collar,divorced,secondary,241,1,0,18,jul,2
39128,36,admin.,single,secondary,319,1,0,18,may,2
8601,48,blue-collar,married,secondary,-6,1,0,3,jun,1
32615,33,services,single,secondary,48,1,0,17,apr,1
39202,27,unemployed,single,secondary,259,1,0,18,may,2
4100,49,technician,married,secondary,4667,1,0,19,may,2
42032,42,blue-collar,married,secondary,3213,0,0,28,oct,1
13298,26,admin.,single,secondary,102,0,1,8,jul,2
37323,47,management,married,secondary,623,1,0,13,may,6
25844,45,self-employed,single,tertiary,1009,0,0,19,nov,2
33107,31,blue-collar,single,primary,2488,1,0,20,apr,1
23982,33,technician,married,secondary,74,0,0,29,aug,2
7387,46,blue-collar,married,primary,684,1,0,29,may,2
22896,54,management,married,tertiary,1451,0,0,25,aug,7
42271,38,entrepreneur,married,tertiary,1438,0,0,13,nov,5
8686,34,services,single,primary,654,0,0,3,jun,14
31145,80,retired,married,primary,1021,0,0,26,feb,1
41390,36,management,married,tertiary,1113,0,0,1,sep,1
20070,47,blue-collar,married,primary,233,0,0,8,aug,3
34993,35,management,single,secondary,83,1,0,6,may,1
16605,59,retired,married,secondary,163,0,0,24,jul,1
44762,69,retired,married,unknown,426,0,0,10,sep,2
25743,46,technician,married,secondary,0,1,0,19,nov,2
44421,60,housemaid,married,secondary,0,0,0,4,aug,1
4969,35,technician,single,tertiary,458,1,0,21,may,3
9501,49,housemaid,divorced,secondary,630,0,0,6,jun,2
36936,35,blue-collar,married,secondary,-184,1,0,12,may,2
37786,39,blue-collar,married,secondary,300,1,0,14,may,1
4296,51,management,married,tertiary,642,0,0,19,may,2
25685,53,retired,married,tertiary,1778,0,0,19,nov,2
37242,34,admin.,married,tertiary,142,1,0,13,may,1
44528,34,technician,single,secondary,1313,0,0,12,aug,1
31218,29,management,single,tertiary,92,0,0,2,mar,5
14106,51,unemployed,married,tertiary,174,0,1,11,jul,7
4973,34,management,married,tertiary,0,1,0,21,may,2
13140,38,admin.,married,secondary,338,0,1,8,jul,1
42702,63,housemaid,married,tertiary,1528,0,0,18,jan,2
2360,29,blue-collar,married,secondary,125,1,0,13,may,1
31743,41,management,married,tertiary,5,1,0,7,apr,3
41278,36,management,married,tertiary,255,0,0,25,aug,6
13110,58,retired,married,unknown,-230,0,1,8,jul,2
12109,52,self-employed,married,primary,1750,0,1,20,jun,5
2687,49,management,married,tertiary,735,1,0,13,may,3
16967,48,self-employed,divorced,tertiary,103,0,1,25,jul,1
9342,30,blue-collar,divorced,primary,1,1,0,6,jun,9
15327,32,blue-collar,divorced,primary,174,1,0,18,jul,1
28500,27,technician,single,secondary,261,1,0,29,jan,2
43411,39,management,divorced,tertiary,224,0,0,5,apr,1
11958,52,admin.,married,primary,64,0,0,20,jun,5
29363,31,management,married,tertiary,40,0,0,2,feb,2
23879,48,technician,divorced,secondary,105,0,0,29,aug,2
38417,34,technician,single,secondary,194,1,1,15,may,1
19736,34,management,married,tertiary,5334,0,0,7,aug,4
44374,55,technician,married,unknown,240,1,0,2,aug,3
1406,46,admin.,divorced,tertiary,846,1,0,8,may,2
31576,41,management,divorced,tertiary,902,1,0,3,apr,1
13720,57,management,married,tertiary,1410,1,0,10,jul,1
4948,36,blue-collar,married,primary,599,1,0,21,may,2
44758,28,admin.,married,secondary,1595,0,0,9,sep,1
10474,37,blue-collar,married,primary,1,1,0,16,jun,2
20391,56,unknown,married,unknown,15088,0,0,11,aug,4
28607,46,management,single,tertiary,593,1,0,29,jan,3
16216,28,management,single,tertiary,466,1,0,23,jul,2
33398,39,management,married,tertiary,894,1,0,20,apr,1
22375,38,management,married,tertiary,546,0,0,22,aug,2
13651,50,management,married,tertiary,0,0,0,9,jul,5
26658,39,entrepreneur,divorced,tertiary,966,1,1,20,nov,1
33723,45,management,married,tertiary,212,0,0,21,apr,2
14759,32,technician,single,secondary,210,1,0,16,jul,2
3897,47,services,married,secondary,2597,1,0,16,may,1
35475,38,management,married,unknown,546,1,0,7,may,3
13821,50,blue-collar,divorced,primary,-10,0,1,10,jul,6
35315,53,management,married,tertiary,34230,1,1,7,may,1
22129,55,blue-collar,married,unknown,196,0,0,21,aug,2
13623,43,technician,divorced,primary,13,0,1,9,jul,4
32673,58,technician,married,secondary,1476,1,0,17,apr,1
31738,25,admin.,single,secondary,82,0,1,7,apr,2
15863,29,technician,married,secondary,444,1,0,21,jul,4
30016,44,blue-collar,divorced,secondary,272,1,0,4,feb,4
40432,33,technician,married,secondary,3000,1,1,2,jul,1
6740,45,blue-collar,married,unknown,-320,1,0,28,may,3
23240,31,technician,single,secondary,46,0,0,27,aug,6
26350,47,management,divorced,tertiary,0,0,1,20,nov,6
35206,43,admin.,married,secondary,544,1,0,7,may,1
30463,28,management,single,tertiary,810,1,0,5,feb,2
39051,32,admin.,single,secondary,92,1,0,18,may,1
22977,38,technician,married,secondary,-6,0,0,26,aug,2
43420,32,management,single,secondary,1088,1,0,6,apr,1
45117,54,admin.,divorced,tertiary,122,0,0,26,oct,1
29445,50,housemaid,single,primary,1158,1,0,3,feb,3
6914,40,technician,single,tertiary,-89,1,0,28,may,4
3969,45,blue-collar,married,primary,137,1,1,16,may,19
10453,32,blue-collar,divorced,secondary,-289,1,0,12,jun,2
4331,46,technician,divorced,unknown,103,0,0,19,may,5
5835,33,blue-collar,married,secondary,5,1,0,26,may,2
32053,38,admin.,married,secondary,766,1,0,14,apr,2
15293,60,retired,divorced,secondary,0,0,0,18,jul,10
3958,30,technician,single,secondary,298,1,0,16,may,2
5030,33,technician,single,secondary,239,1,0,21,may,1
30502,42,management,divorced,tertiary,1775,1,0,5,feb,5
30791,19,student,single,unknown,1169,0,0,6,feb,18
29873,43,management,married,tertiary,-194,0,0,4,feb,1
16214,36,technician,divorced,tertiary,119,0,0,23,jul,8
14007,53,technician,married,unknown,2242,0,0,10,jul,14
24735,50,technician,married,secondary,0,1,1,18,nov,2
16526,39,admin.,divorced,tertiary,1087,0,1,23,jul,2
23322,30,technician,single,secondary,194,0,1,27,aug,3
14149,60,retired,divorced,secondary,1099,0,0,11,jul,2
38333,39,services,married,secondary,3165,1,0,15,may,1
22620,33,technician,married,tertiary,29,0,0,22,aug,1
20473,31,technician,single,secondary,279,0,0,12,aug,2
33909,47,blue-collar,married,secondary,1730,1,0,30,apr,1
29736,41,unemployed,married,secondary,2423,1,0,4,feb,1
40582,50,self-employed,married,secondary,5312,0,0,23,jul,3
28088,29,services,married,secondary,317,0,0,28,jan,2
20706,52,housemaid,married,primary,200,0,0,13,aug,2
37281,36,blue-collar,single,secondary,-1157,1,0,13,may,2
3048,51,blue-collar,married,primary,111,1,0,14,may,1
366,38,admin.,divorced,secondary,308,1,0,6,may,1
6899,32,services,married,secondary,172,1,0,28,may,3
11869,37,management,married,tertiary,142,0,0,20,jun,2
40062,33,technician,single,tertiary,154,0,0,4,jun,2
44440,38,admin.,single,secondary,115,0,0,5,aug,3
17850,52,management,married,tertiary,1453,0,0,29,jul,21
2310,49,technician,divorced,secondary,265,1,0,12,may,6
26206,37,blue-collar,married,primary,8135,1,0,20,nov,1
20123,34,management,divorced,tertiary,4231,1,0,11,aug,2
27861,41,services,divorced,secondary,1400,0,0,28,jan,1
43386,47,management,married,tertiary,288,0,0,31,mar,1
29564,46,management,married,tertiary,-319,1,0,3,feb,1
20067,37,housemaid,married,primary,189,0,0,8,aug,4
2270,26,blue-collar,single,secondary,96,1,0,12,may,2
42002,56,management,married,secondary,0,0,0,27,oct,1
614,47,technician,married,unknown,2106,1,0,6,may,1
13114,30,technician,married,secondary,139,0,1,8,jul,2
10491,40,management,married,tertiary,60,0,0,16,jun,6
7003,54,technician,married,tertiary,337,1,0,28,may,2
28596,47,blue-collar,single,secondary,263,1,1,29,jan,2
31704,33,management,married,tertiary,0,1,0,7,apr,1
34399,28,blue-collar,single,secondary,4229,1,1,5,may,2
9147,29,blue-collar,married,secondary,185,1,1,5,jun,3
33753,65,management,divorced,tertiary,90,1,0,22,apr,1
11685,50,management,married,tertiary,67,0,1,20,jun,3
22233,34,management,single,tertiary,0,0,0,21,aug,2
6216,41,services,married,secondary,33,1,1,27,may,1
35002,26,blue-collar,single,primary,-295,1,0,6,may,1
29480,29,technician,single,tertiary,323,0,0,3,feb,1
22735,30,management,single,tertiary,171,0,0,25,aug,4
28398,37,unemployed,married,secondary,1152,0,0,29,jan,1
40774,70,blue-collar,married,primary,3075,0,0,10,aug,1
39695,26,student,single,secondary,0,0,0,27,may,2
23437,33,management,single,tertiary,2637,0,0,28,aug,17
21104,36,technician,single,secondary,318,0,0,14,aug,4
6299,33,management,divorced,tertiary,723,1,0,27,may,1
25175,47,admin.,single,secondary,19,1,1,18,nov,2
824,34,services,married,secondary,302,1,0,7,may,1
40991,24,student,single,secondary,0,0,0,13,aug,2
5788,33,management,single,secondary,-424,1,0,26,may,1
4533,34,blue-collar,married,primary,161,1,1,20,may,1
45127,67,blue-collar,married,secondary,16353,0,0,27,oct,2
1320,31,services,married,secondary,432,1,0,8,may,1
8179,35,blue-collar,married,secondary,4731,1,0,2,jun,2
16256,41,management,married,tertiary,0,1,0,23,jul,3
21311,48,management,divorced,secondary,3324,0,0,18,aug,4
3861,58,technician,divorced,secondary,906,1,1,16,may,3
683,49,admin.,married,secondary,82,1,0,6,may,1
7732,34,technician,divorced,secondary,1451,1,0,30,may,15
7726,27,technician,married,secondary,7102,1,0,30,may,9
4062,46,management,married,primary,357,1,1,19,may,2
21837,40,technician,married,secondary,2228,1,0,20,aug,2
27757,40,technician,single,secondary,2017,1,0,28,jan,1
5434,30,management,married,tertiary,302,1,1,23,may,1
37473,41,blue-collar,married,secondary,-664,1,1,13,may,4
16991,40,management,divorced,tertiary,205,0,0,25,jul,1
10786,43,housemaid,single,primary,103,0,0,17,jun,1
17896,41,management,married,tertiary,2646,0,0,30,jul,2
9808,53,technician,divorced,secondary,-896,0,1,9,jun,1
34357,30,unemployed,married,secondary,476,0,0,4,may,4
25433,41,blue-collar,married,secondary,1362,1,0,18,nov,1
5770,32,technician,divorced,secondary,18,0,0,26,may,1
24439,56,admin.,married,secondary,1270,1,0,17,nov,2
14190,34,blue-collar,married,secondary,157,1,0,11,jul,2
36616,60,retired,divorced,tertiary,-134,0,0,12,may,1
19504,33,entrepreneur,married,tertiary,595,0,0,7,aug,2
39774,33,management,married,tertiary,1323,0,0,1,jun,1
2108,31,management,single,tertiary,4509,1,0,12,may,3
23209,52,management,divorced,tertiary,0,0,0,27,aug,4
3390,35,blue-collar,single,secondary,487,1,0,15,may,1
26088,42,admin.,married,secondary,529,1,1,19,nov,3
19921,38,technician,single,secondary,4359,0,0,8,aug,2
11001,55,admin.,divorced,secondary,0,0,0,17,jun,2
33272,46,blue-collar,single,secondary,338,1,0,20,apr,4
27039,32,technician,married,secondary,5626,1,0,21,nov,1
38671,36,admin.,married,secondary,2278,1,0,15,may,3
28664,34,management,married,tertiary,-422,1,0,30,jan,3
7360,48,technician,married,secondary,256,1,0,29,may,4
30896,27,management,married,tertiary,1918,0,0,9,feb,1
9019,43,housemaid,married,primary,522,0,0,5,jun,1
4848,36,services,married,secondary,115,0,0,21,may,1
44348,49,retired,married,primary,18,0,0,30,jul,1
36231,32,management,divorced,tertiary,1145,1,0,11,may,1
13197,29,blue-collar,married,secondary,-478,0,1,8,jul,2
28832,56,technician,married,primary,314,1,1,30,jan,2
14928,50,management,married,secondary,1165,0,0,16,jul,1
43435,36,technician,single,secondary,12264,0,0,12,apr,2
26336,46,blue-collar,divorced,secondary,931,0,1,20,nov,2
20756,54,technician,married,secondary,2225,0,1,13,aug,2
31139,30,technician,single,tertiary,985,1,0,19,feb,2
39826,27,management,single,tertiary,1840,0,0,1,jun,1
10275,52,management,divorced,tertiary,50,1,0,12,jun,3
27213,54,unemployed,single,primary,199,1,0,21,nov,1
21583,46,technician,single,secondary,182,0,0,19,aug,4
7512,54,blue-collar,married,unknown,6251,1,0,29,may,3
37016,40,management,single,tertiary,406,1,0,13,may,1
37136,48,blue-collar,married,secondary,865,1,0,13,may,2
40607,46,self-employed,single,secondary,526,0,0,4,aug,1
5423,33,blue-collar,married,secondary,745,1,0,23,may,4
27148,45,technician,divorced,secondary,1738,0,0,21,nov,1
28422,27,admin.,single,tertiary,954,0,0,29,jan,1
8849,48,blue-collar,single,tertiary,2330,1,0,4,jun,1
41581,32,technician,single,tertiary,1855,0,0,15,sep,2
32153,70,retired,married,unknown,853,0,0,15,apr,1
31181,25,admin.,single,tertiary,3730,1,0,27,feb,1
33839,36,housemaid,married,primary,531,0,0,28,apr,3
1731,41,blue-collar,married,primary,406,1,0,9,may,1
22627,41,housemaid,married,primary,46,0,0,22,aug,1
5010,38,management,married,tertiary,63,1,0,21,may,1
29037,45,housemaid,divorced,primary,221,0,0,2,feb,1
2183,28,technician,single,secondary,-219,1,0,12,may,2
7557,35,services,married,secondary,0,0,0,30,may,9
29517,27,student,single,tertiary,32,0,0,3,feb,1
30112,28,technician,single,secondary,1532,0,0,4,feb,5
26766,34,management,single,tertiary,1310,0,1,20,nov,3
17980,45,blue-collar,married,secondary,3,0,1,30,jul,2
27680,56,blue-collar,married,secondary,1521,1,1,21,nov,2
30477,43,unknown,married,primary,644,0,0,5,feb,2
18841,45,technician,married,secondary,2433,0,0,4,aug,1
24835,42,entrepreneur,married,tertiary,257,0,1,18,nov,2
5182,49,blue-collar,married,secondary,1568,0,0,21,may,6
40769,30,management,married,tertiary,805,0,0,10,aug,3
35917,34,self-employed,single,tertiary,589,1,0,8,may,4
413,48,admin.,married,secondary,182,1,0,6,may,2
26632,39,services,divorced,secondary,1957,1,1,20,nov,1
17676,54,housemaid,married,primary,136,0,0,29,jul,2
41910,46,admin.,single,secondary,1693,1,0,20,oct,1
16339,41,management,single,tertiary,0,1,0,23,jul,5
3297,45,entrepreneur,married,primary,1953,1,0,15,may,3
112,56,self-employed,married,primary,-34,1,1,5,may,2
5592,31,blue-collar,married,secondary,489,1,0,23,may,4
32943,42,housemaid,single,secondary,284,1,0,17,apr,3
29099,54,self-employed,married,secondary,534,1,0,2,feb,1
5375,29,blue-collar,single,secondary,208,1,0,23,may,1
14055,33,technician,married,tertiary,236,1,0,11,jul,1
25709,32,unemployed,married,secondary,11524,1,0,19,nov,3
1903,27,self-employed,single,tertiary,-503,1,0,9,may,3
597,30,blue-collar,married,secondary,450,0,0,6,may,2
28034,52,management,married,tertiary,1392,0,0,28,jan,2
735,35,blue-collar,single,secondary,376,1,1,6,may,3
27058,35,technician,married,tertiary,202,0,0,21,nov,1
40022,22,admin.,single,secondary,222,0,0,3,jun,3
35351,42,services,single,secondary,2348,1,0,7,may,2
34823,24,admin.,married,secondary,299,1,0,6,may,1
2885,33,blue-collar,single,secondary,164,1,0,14,may,1
16841,25,services,married,secondary,0,1,0,24,jul,9
32374,47,management,married,secondary,5012,1,0,16,apr,2
15728,26,blue-collar,married,secondary,622,1,0,21,jul,2
24500,45,management,divorced,tertiary,3150,1,0,17,nov,2
10038,39,blue-collar,single,secondary,16917,0,0,11,jun,6
23232,48,management,married,tertiary,6748,0,0,27,aug,3
4899,25,services,single,secondary,-268,1,0,21,may,1
22859,31,technician,single,tertiary,1051,0,0,25,aug,4
27869,44,technician,married,secondary,306,1,0,28,jan,1
18047,36,management,married,tertiary,96,0,0,30,jul,4
8125,29,admin.,single,secondary,2768,1,0,2,jun,4
12110,48,management,divorced,tertiary,1401,1,0,20,jun,3
44986,51,retired,married,secondary,0,1,0,11,oct,4
16457,53,management,divorced,tertiary,6388,1,0,23,jul,2
35040,36,technician,single,secondary,634,1,0,6,may,2
14243,43,blue-collar,married,secondary,500,1,0,14,jul,2
26698,43,self-employed,married,primary,5039,0,0,20,nov,1
41856,34,services,single,tertiary,3119,0,0,16,oct,1
38190,48,management,married,tertiary,-13,1,0,15,may,6
37743,43,entrepreneur,married,primary,2315,1,1,14,may,1
42212,35,admin.,single,tertiary,5007,1,0,11,nov,1
28443,59,unemployed,single,unknown,541,0,0,29,jan,1
21729,50,services,married,secondary,128,0,0,19,aug,1
23658,35,technician,single,secondary,230,0,0,28,aug,1
1048,51,management,married,primary,98,1,0,7,may,2
19997,55,management,married,tertiary,1909,0,0,8,aug,1
9140,49,management,married,tertiary,414,1,0,5,jun,3
40136,40,technician,married,secondary,1819,0,0,5,jun,2
432,39,blue-collar,married,secondary,0,1,0,6,may,1
28303,28,student,single,secondary,28,0,0,29,jan,2
11122,36,unemployed,divorced,secondary,8267,0,0,18,jun,2
4242,43,blue-collar,married,secondary,1071,1,0,19,may,1
30985,28,management,single,tertiary,385,0,1,9,feb,4
1354,42,blue-collar,divorced,secondary,47,1,1,8,may,1
30267,42,management,married,secondary,-34,0,0,5,feb,1
41312,25,admin.,single,tertiary,11,0,1,27,aug,3
4757,60,blue-collar,married,primary,674,1,0,20,may,4
11315,47,technician,divorced,secondary,165,0,0,18,jun,3
28013,44,housemaid,married,secondary,122,0,0,28,jan,2
16507,26,blue-collar,single,secondary,5829,0,0,23,jul,2
4887,31,blue-collar,married,secondary,3176,1,0,21,may,1
20615,36,technician,single,tertiary,1072,1,0,12,aug,2
37055,36,blue-collar,single,secondary,478,1,0,13,may,1
35725,39,blue-collar,married,secondary,171,1,1,8,may,1
15905,38,technician,married,tertiary,45,0,0,22,jul,4
21603,32,technician,single,secondary,10,0,0,19,aug,2
37382,52,blue-collar,married,secondary,5828,1,0,13,may,2
34665,31,technician,divorced,secondary,345,1,0,5,may,3
14448,53,blue-collar,married,secondary,-162,1,0,14,jul,6
43960,61,retired,married,secondary,2011,0,0,22,jun,1
30959,29,technician,single,tertiary,673,1,0,9,feb,3
42171,53,admin.,married,secondary,10541,0,0,9,nov,1
17621,42,admin.,single,secondary,2534,0,0,29,jul,2
